AN_BASE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,CONTAGEM_EGRESSOS_ID_PESSOA,CONTAGEM_EGRESSOS_ID_PESSOA_PROGRAMA
2023,37,PSICOLOGIA,2412,2412
2023,38,EDUCAÇÃO,6441,6441
2023,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,868,868
2023,40,HISTÓRIA,1890,1890
2023,41,LINGUÍSTICA E LITERATURA,4562,4563
2023,42,CIÊNCIAS AGRÁRIAS I,3504,3504
2023,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,432,432
2023,45,INTERDISCIPLINAR,6515,6515
2023,46,ENSINO,4092,4094
2023,47,MATERIAIS,634,634
2023,48,BIOTECNOLOGIA,913,913
2023,49,CIÊNCIAS AMBIENTAIS,2255,2255
2023,50,NUTRIÇÃO,569,569
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,797,797
2024,2,COMPUTAÇÃO,1722,1722
2024,3,ASTRONOMIA / FÍSICA,967,967
2024,4,QUÍMICA,1589,1589
2024,5,GEOCIÊNCIAS,775,775
2024,6,CIÊNCIAS BIOLÓGICAS I,1072,1072
2024,7,BIODIVERSIDADE,2078,2078
2024,8,CIÊNCIAS BIOLÓGICAS II,1348,1348
2024,9,CIÊNCIAS BIOLÓGICAS III,634,634
2024,10,ENGENHARIAS I,1883,1883
2024,11,ARTES,1444,1444
2024,12,ENGENHARIAS II,1546,1546
2024,13,ENGENHARIAS III,2047,2047
2024,14,ENGENHARIAS IV,1703,1704
2024,15,MEDICINA I,2325,2325
2024,16,MEDICINA II,1914,1915
2024,17,MEDICINA III,800,800
2024,18,ODONTOLOGIA,2271,2271
2024,19,FARMÁCIA,1142,1142
2024,20,ENFERMAGEM,1944,1944
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",1662,1663
2024,22,SAÚDE COLETIVA,2041,2042
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,974,974
2024,24,MEDICINA VETERINÁRIA,1528,1528
2024,25,CIÊNCIA DE ALIMENTOS,818,818
2024,26,DIREITO,4656,4664
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",3806,3806
2024,28,ECONOMIA,1165,1165
2024,29,"ARQUITETURA, URBANISMO E DESIGN",1252,1252
2024,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,689,689
2024,31,COMUNICAÇÃO E INFORMAÇÃO,1538,1538
2024,32,SERVIÇO SOCIAL,632,632
2024,33,FILOSOFIA,838,838
2024,34,SOCIOLOGIA,1050,1050
2024,35,ANTROPOLOGIA / ARQUEOLOGIA,585,585
2024,36,GEOGRAFIA,1440,1440
2024,37,PSICOLOGIA,2280,2280
2024,38,EDUCAÇÃO,6347,6348
2024,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,1002,1002
2024,40,HISTÓRIA,1795,1795
2024,41,LINGUÍSTICA E LITERATURA,4107,4107
2024,42,CIÊNCIAS AGRÁRIAS I,3298,3299
2024,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,397,398
2024,45,INTERDISCIPLINAR,6810,6810
2024,46,ENSINO,4274,4274
2024,47,MATERIAIS,606,606
2024,48,BIOTECNOLOGIA,883,883
2024,49,CIÊNCIAS AMBIENTAIS,2005,2008
2024,50,NUTRIÇÃO,564,564
2024,51,CIÊNCIAS E HUMANIDADES PARA A EDUCAÇÃO BÁSICA,2765,2765
