AN_BASE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,CONTAGEM_EGRESSOS_ID_PESSOA,CONTAGEM_EGRESSOS_ID_PESSOA_PROGRAMA
2005,12,ENGENHARIAS II,1067,1067
2005,13,ENGENHARIAS III,1729,1730
2005,14,ENGENHARIAS IV,1199,1199
2005,15,MEDICINA I,945,945
2005,16,MEDICINA II,1161,1161
2005,17,MEDICINA III,621,621
2005,18,ODONTOLOGIA,1152,1152
2005,19,FARMÁCIA,336,336
2005,20,ENFERMAGEM,469,469
2005,21,EDUCAÇÃO FÍSICA,462,462
2005,22,SAÚDE COLETIVA,819,819
2005,23,ZOOTECNIA / RECURSOS PESQUEIROS,536,536
2005,24,MEDICINA VETERINÁRIA,684,684
2005,25,CIÊNCIA DE ALIMENTOS,410,410
2005,26,DIREITO,1804,1805
2005,27,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",1606,1606
2005,28,ECONOMIA,620,620
2005,29,ARQUITETURA E URBANISMO,416,416
2005,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,190,190
2005,31,CIÊNCIAS SOCIAIS APLICADAS I,731,731
2005,32,SERVIÇO SOCIAL,300,300
2005,33,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,329,329
2005,34,SOCIOLOGIA,686,686
2005,35,ANTROPOLOGIA / ARQUEOLOGIA,176,176
2005,36,GEOGRAFIA,525,525
2005,37,PSICOLOGIA,1125,1125
2005,38,EDUCAÇÃO,2496,2496
2005,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,263,263
2005,40,HISTÓRIA,730,730
2005,41,LETRAS / LINGUÍSTICA,1950,1950
2005,42,CIÊNCIAS AGRÁRIAS I,1904,1904
2005,44,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,193,193
2005,45,INTERDISCIPLINAR,1764,1764
2005,46,ENSINO,326,326
2006,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,398,398
2006,2,CIÊNCIA DA COMPUTAÇÃO,846,846
2006,3,ASTRONOMIA / FÍSICA,490,490
2006,4,QUÍMICA,758,758
2006,5,GEOCIÊNCIAS,507,507
2006,6,CIÊNCIAS BIOLÓGICAS I,1429,1429
2006,7,BIODIVERSIDADE,357,357
2006,8,CIÊNCIAS BIOLÓGICAS II,969,969
2006,9,CIÊNCIAS BIOLÓGICAS III,359,359
2006,10,ENGENHARIAS I,1230,1230
2006,11,ARTES / MÚSICA,412,412
2006,12,ENGENHARIAS II,1028,1029
2006,13,ENGENHARIAS III,1807,1807
2006,14,ENGENHARIAS IV,1359,1360
2006,15,MEDICINA I,1075,1075
2006,16,MEDICINA II,1185,1185
2006,17,MEDICINA III,719,719
2006,18,ODONTOLOGIA,1112,1112
2006,19,FARMÁCIA,357,357
2006,20,ENFERMAGEM,499,499
2006,21,EDUCAÇÃO FÍSICA,497,497
2006,22,SAÚDE COLETIVA,740,740
2006,23,ZOOTECNIA / RECURSOS PESQUEIROS,547,547
2006,24,MEDICINA VETERINÁRIA,734,734
2006,25,CIÊNCIA DE ALIMENTOS,415,415
2006,26,DIREITO,1942,1942
2006,27,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",1873,1875
2006,28,ECONOMIA,701,701
2006,29,ARQUITETURA E URBANISMO,482,482
2006,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,198,198
2006,31,CIÊNCIAS SOCIAIS APLICADAS I,643,643
2006,32,SERVIÇO SOCIAL,349,350
2006,33,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,339,339
2006,34,SOCIOLOGIA,693,693
2006,35,ANTROPOLOGIA / ARQUEOLOGIA,209,209
2006,36,GEOGRAFIA,581,581
2006,37,PSICOLOGIA,1055,1055
2006,38,EDUCAÇÃO,2681,2681
2006,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,269,270
2006,40,HISTÓRIA,819,819
2006,41,LETRAS / LINGUÍSTICA,2134,2134
2006,42,CIÊNCIAS AGRÁRIAS I,2074,2074
2006,44,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,233,233
2006,45,INTERDISCIPLINAR,1875,1875
2006,46,ENSINO,422,422
2007,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,392,392
2007,2,CIÊNCIA DA COMPUTAÇÃO,824,824
2007,3,ASTRONOMIA / FÍSICA,438,438
2007,4,QUÍMICA,858,868
2007,5,GEOCIÊNCIAS,488,488
2007,6,CIÊNCIAS BIOLÓGICAS I,1379,1379
2007,7,BIODIVERSIDADE,366,366
2007,8,CIÊNCIAS BIOLÓGICAS II,904,904
2007,9,CIÊNCIAS BIOLÓGICAS III,344,344
2007,10,ENGENHARIAS I,1301,1301
