AN_BASE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,CONTAGEM_EGRESSOS_ID_PESSOA,CONTAGEM_EGRESSOS_ID_PESSOA_PROGRAMA
2007,11,ARTES / MÚSICA,507,507
2007,12,ENGENHARIAS II,1030,1030
2007,13,ENGENHARIAS III,1665,1665
2007,14,ENGENHARIAS IV,1193,1193
2007,15,MEDICINA I,1143,1143
2007,16,MEDICINA II,1315,1315
2007,17,MEDICINA III,557,557
2007,18,ODONTOLOGIA,1058,1058
2007,19,FARMÁCIA,404,404
2007,20,ENFERMAGEM,594,594
2007,21,EDUCAÇÃO FÍSICA,525,525
2007,22,SAÚDE COLETIVA,778,778
2007,23,ZOOTECNIA / RECURSOS PESQUEIROS,601,601
2007,24,MEDICINA VETERINÁRIA,622,622
2007,25,CIÊNCIA DE ALIMENTOS,489,489
2007,26,DIREITO,1870,1871
2007,27,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",1858,1858
2007,28,ECONOMIA,698,698
2007,29,ARQUITETURA E URBANISMO,480,480
2007,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,202,202
2007,31,CIÊNCIAS SOCIAIS APLICADAS I,658,658
2007,32,SERVIÇO SOCIAL,307,307
2007,33,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,373,373
2007,34,SOCIOLOGIA,744,744
2007,35,ANTROPOLOGIA / ARQUEOLOGIA,181,181
2007,36,GEOGRAFIA,605,605
2007,37,PSICOLOGIA,1077,1077
2007,38,EDUCAÇÃO,2847,2847
2007,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,221,221
2007,40,HISTÓRIA,851,851
2007,41,LETRAS / LINGUÍSTICA,2329,2330
2007,42,CIÊNCIAS AGRÁRIAS I,1989,1989
2007,44,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,242,242
2007,45,INTERDISCIPLINAR,1923,1923
2007,46,ENSINO,479,480
2007,47,MATERIAIS,128,128
2007,48,BIOTECNOLOGIA,231,231
2008,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,412,412
2008,2,CIÊNCIA DA COMPUTAÇÃO,908,908
2008,3,ASTRONOMIA / FÍSICA,488,488
2008,4,QUÍMICA,916,916
2008,5,GEOCIÊNCIAS,544,544
2008,6,CIÊNCIAS BIOLÓGICAS I,1602,1602
2008,7,BIODIVERSIDADE,424,424
2008,8,CIÊNCIAS BIOLÓGICAS II,1058,1058
2008,9,CIÊNCIAS BIOLÓGICAS III,355,355
2008,10,ENGENHARIAS I,1343,1343
2008,11,ARTES / MÚSICA,549,549
2008,12,ENGENHARIAS II,1057,1057
2008,13,ENGENHARIAS III,1814,1814
2008,14,ENGENHARIAS IV,1237,1237
2008,15,MEDICINA I,1162,1162
2008,16,MEDICINA II,1360,1360
2008,17,MEDICINA III,568,568
2008,18,ODONTOLOGIA,1035,1035
2008,19,FARMÁCIA,430,430
2008,20,ENFERMAGEM,592,592
2008,21,EDUCAÇÃO FÍSICA,557,557
2008,22,SAÚDE COLETIVA,824,824
2008,23,ZOOTECNIA / RECURSOS PESQUEIROS,669,669
2008,24,MEDICINA VETERINÁRIA,787,787
2008,25,CIÊNCIA DE ALIMENTOS,427,427
2008,26,DIREITO,1924,1924
2008,27,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",1987,1987
2008,28,ECONOMIA,785,785
2008,29,ARQUITETURA E URBANISMO,500,500
2008,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,252,252
2008,31,CIÊNCIAS SOCIAIS APLICADAS I,687,687
2008,32,SERVIÇO SOCIAL,359,359
2008,33,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,372,372
2008,34,SOCIOLOGIA,789,789
2008,35,ANTROPOLOGIA / ARQUEOLOGIA,198,198
2008,36,GEOGRAFIA,710,710
2008,37,PSICOLOGIA,1203,1203
2008,38,EDUCAÇÃO,3113,3116
2008,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,225,226
2008,40,HISTÓRIA,1009,1009
2008,41,LETRAS / LINGUÍSTICA,2449,2449
2008,42,CIÊNCIAS AGRÁRIAS I,2387,2388
2008,44,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,241,241
2008,45,INTERDISCIPLINAR,2414,2414
2008,46,ENSINO,610,610
2008,47,MATERIAIS,137,137
2008,48,BIOTECNOLOGIA,277,277
2009,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,446,446
2009,2,CIÊNCIA DA COMPUTAÇÃO,999,999
2009,3,ASTRONOMIA / FÍSICA,498,498
2009,4,QUÍMICA,975,975
2009,5,GEOCIÊNCIAS,498,498
2009,6,CIÊNCIAS BIOLÓGICAS I,1586,1587
2009,7,BIODIVERSIDADE,460,460
2009,8,CIÊNCIAS BIOLÓGICAS II,984,984
2009,9,CIÊNCIAS BIOLÓGICAS III,387,387
2009,10,ENGENHARIAS I,1384,1384
2009,11,ARTES / MÚSICA,665,665
2009,12,ENGENHARIAS II,1172,1173
2009,13,ENGENHARIAS III,1849,1849
2009,14,ENGENHARIAS IV,1233,1233
2009,15,MEDICINA I,1291,1291
2009,16,MEDICINA II,1474,1474
2009,17,MEDICINA III,550,550
2009,18,ODONTOLOGIA,1232,1233
2009,19,FARMÁCIA,454,454
2009,20,ENFERMAGEM,649,649
2009,21,EDUCAÇÃO FÍSICA,669,669
2009,22,SAÚDE COLETIVA,1019,1019
2009,23,ZOOTECNIA / RECURSOS PESQUEIROS,696,696
2009,24,MEDICINA VETERINÁRIA,792,792
2009,25,CIÊNCIA DE ALIMENTOS,510,510
2009,26,DIREITO,1837,1837
2009,27,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",2003,2003
2009,28,ECONOMIA,926,926
2009,29,ARQUITETURA E URBANISMO,543,543
2009,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,308,308
2009,31,CIÊNCIAS SOCIAIS APLICADAS I,778,778
2009,32,SERVIÇO SOCIAL,356,356
2009,33,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,401,401
2009,34,SOCIOLOGIA,828,828
2009,35,ANTROPOLOGIA / ARQUEOLOGIA,214,214
2009,36,GEOGRAFIA,723,723
2009,37,PSICOLOGIA,1304,1304
2009,38,EDUCAÇÃO,3256,3256
2009,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,277,277
2009,40,HISTÓRIA,1086,1086
2009,41,LETRAS / LINGUÍSTICA,2525,2525
2009,42,CIÊNCIAS AGRÁRIAS I,2488,2488
2009,44,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,293,293
2009,45,INTERDISCIPLINAR,2578,2578
2009,46,ENSINO,669,669
2009,47,MATERIAIS,157,157
2009,48,BIOTECNOLOGIA,341,341
2010,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,499,500
2010,2,CIÊNCIA DA COMPUTAÇÃO,1078,1078
2010,3,ASTRONOMIA / FÍSICA,528,528
2010,4,QUÍMICA,970,970
2010,5,GEOCIÊNCIAS,586,586
2010,6,CIÊNCIAS BIOLÓGICAS I,738,738
2010,7,BIODIVERSIDADE,1322,1323
2010,8,CIÊNCIAS BIOLÓGICAS II,823,823
2010,9,CIÊNCIAS BIOLÓGICAS III,379,379
2010,10,ENGENHARIAS I,1254,1254
2010,11,ARTES / MÚSICA,562,562
2010,12,ENGENHARIAS II,1098,1098
2010,13,ENGENHARIAS III,1862,1862
2010,14,ENGENHARIAS IV,1188,1188
2010,15,MEDICINA I,1399,1399
2010,16,MEDICINA II,1286,1286
2010,17,MEDICINA III,551,551
2010,18,ODONTOLOGIA,1119,1120
2010,19,FARMÁCIA,463,463
2010,20,ENFERMAGEM,718,718
2010,21,EDUCAÇÃO FÍSICA,708,708
2010,22,SAÚDE COLETIVA,1120,1120
2010,23,ZOOTECNIA / RECURSOS PESQUEIROS,763,763
2010,24,MEDICINA VETERINÁRIA,905,905
2010,25,CIÊNCIA DE ALIMENTOS,572,572
2010,26,DIREITO,1798,1799
2010,27,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",1986,1987
2010,28,ECONOMIA,915,916
2010,29,ARQUITETURA E URBANISMO,488,488
2010,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,267,267
2010,31,CIÊNCIAS SOCIAIS APLICADAS I,806,806
2010,32,SERVIÇO SOCIAL,400,400
2010,33,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,462,462
2010,34,SOCIOLOGIA,872,872
2010,35,ANTROPOLOGIA / ARQUEOLOGIA,243,243
2010,36,GEOGRAFIA,787,787
2010,37,PSICOLOGIA,1291,1291
2010,38,EDUCAÇÃO,3149,3149
2010,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,299,299
2010,40,HISTÓRIA,1063,1063
2010,41,LETRAS / LINGUÍSTICA,2317,2317
2010,42,CIÊNCIAS AGRÁRIAS I,2478,2479
2010,44,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,298,298
2010,45,INTERDISCIPLINAR,2087,2087
2010,46,ENSINO,819,819
2010,47,MATERIAIS,173,173
2010,48,BIOTECNOLOGIA,426,426
2010,49,CIÊNCIAS AMBIENTAIS,608,608
2010,50,NUTRIÇÃO,174,174
2011,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,498,498
2011,2,CIÊNCIA DA COMPUTAÇÃO,1083,1083
2011,3,ASTRONOMIA / FÍSICA,561,561
2011,4,QUÍMICA,1108,1108
2011,5,GEOCIÊNCIAS,600,600
2011,6,CIÊNCIAS BIOLÓGICAS I,790,790
2011,7,BIODIVERSIDADE,1596,1596
2011,8,CIÊNCIAS BIOLÓGICAS II,895,895
2011,9,CIÊNCIAS BIOLÓGICAS III,357,357
2011,10,ENGENHARIAS I,1380,1380
2011,11,ARTES / MÚSICA,691,691
2011,12,ENGENHARIAS II,1171,1171
2011,13,ENGENHARIAS III,2048,2049
2011,14,ENGENHARIAS IV,1280,1280
2011,15,MEDICINA I,1475,1475
2011,16,MEDICINA II,1309,1309
2011,17,MEDICINA III,637,637
2011,18,ODONTOLOGIA,1397,1398
2011,19,FARMÁCIA,569,569
2011,20,ENFERMAGEM,852,852
2011,21,EDUCAÇÃO FÍSICA,769,769
2011,22,SAÚDE COLETIVA,1056,1056
2011,23,ZOOTECNIA / RECURSOS PESQUEIROS,818,818
2011,24,MEDICINA VETERINÁRIA,947,947
2011,25,CIÊNCIA DE ALIMENTOS,575,575
2011,26,DIREITO,1879,1879
2011,27,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",2146,2147
2011,28,ECONOMIA,936,936
2011,29,ARQUITETURA E URBANISMO,586,586
2011,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,305,305
2011,31,CIÊNCIAS SOCIAIS APLICADAS I,857,857
2011,32,SERVIÇO SOCIAL,494,494
2011,33,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,516,516
2011,34,SOCIOLOGIA,823,823
2011,35,ANTROPOLOGIA / ARQUEOLOGIA,225,225
2011,36,GEOGRAFIA,896,896
2011,37,PSICOLOGIA,1379,1379
2011,38,EDUCAÇÃO,3362,3365
2011,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,356,357
2011,40,HISTÓRIA,1153,1153
2011,41,LETRAS / LINGUÍSTICA,2586,2587
2011,42,CIÊNCIAS AGRÁRIAS I,2736,2738
2011,44,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,325,325
2011,45,INTERDISCIPLINAR,2387,2387
2011,46,ENSINO,850,851
2011,47,MATERIAIS,217,217
2011,48,BIOTECNOLOGIA,493,493
2011,49,CIÊNCIAS AMBIENTAIS,608,608
2011,50,NUTRIÇÃO,263,263
2012,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,474,474
2012,2,CIÊNCIA DA COMPUTAÇÃO,1273,1273
2012,3,ASTRONOMIA / FÍSICA,614,614
2012,4,QUÍMICA,1165,1165
2012,5,GEOCIÊNCIAS,668,668
2012,6,CIÊNCIAS BIOLÓGICAS I,954,954
2012,7,BIODIVERSIDADE,1682,1682
2012,8,CIÊNCIAS BIOLÓGICAS II,1004,1004
2012,9,CIÊNCIAS BIOLÓGICAS III,460,460
2012,10,ENGENHARIAS I,1426,1426
2012,11,ARTES / MÚSICA,771,771
2012,12,ENGENHARIAS II,1309,1309
2012,13,ENGENHARIAS III,2099,2099
2012,14,ENGENHARIAS IV,1441,1441
2012,15,MEDICINA I,1654,1654
2012,16,MEDICINA II,1492,1492
2012,17,MEDICINA III,616,616
2012,18,ODONTOLOGIA,1574,1575
2012,19,FARMÁCIA,691,691
2012,20,ENFERMAGEM,1016,1016
2012,21,EDUCAÇÃO FÍSICA,907,907
2012,22,SAÚDE COLETIVA,1116,1116
2012,23,ZOOTECNIA / RECURSOS PESQUEIROS,935,935
2012,24,MEDICINA VETERINÁRIA,1115,1115
2012,25,CIÊNCIA DE ALIMENTOS,613,613
2012,26,DIREITO,2068,2068
2012,27,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",2473,2473
2012,28,ECONOMIA,967,967
2012,29,ARQUITETURA E URBANISMO,676,676
2012,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,374,374
2012,31,CIÊNCIAS SOCIAIS APLICADAS I,969,969
