NM_SUBAREA_CONHECIMENTO,CD_AREA_AVALIACAO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,NM_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,DS_SITUACAO_PROGRAMA
NÃO SE APLICA,26,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,CIÊNCIAS JURÍDICAS,4,1996,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,PROFISSIONAL,GESTÃO EM ORGANIZAÇÕES APRENDENTES,3,2010,EM FUNCIONAMENTO
NÃO SE APLICA,34,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,SOCIOLOGIA,5,1979,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ENGENHARIA DE PRODUÇÃO E SISTEMAS,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,PROFISSIONAL,"POLÍTICAS PÚBLICAS, GESTÃO E AVALIAÇÃO DA EDUCAÇÃO SUPERIOR",4,2015,EM FUNCIONAMENTO
ADMINISTRAÇÃO DE EMPRESAS,27,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ADMINISTRAÇÃO,5,1976,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,LINGÜÍSTICA,6,2006,EM FUNCIONAMENTO
MÚSICA,11,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,MÚSICA,4,2004,EM FUNCIONAMENTO
NÃO SE APLICA,48,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,BIOTECNOLOGIA,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS,4,2009,EM FUNCIONAMENTO
PSICOLOGIA FISIOLÓGICA,37,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,NEUROCIÊNCIA COGNITIVA E COMPORTAMENTO,5,2013,EM FUNCIONAMENTO
NÃO SE APLICA,36,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,GEOGRAFIA,4,2003,EM FUNCIONAMENTO
NÃO SE APLICA,11,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ARTES VISUAIS (UFPB J.P. - UFPE),4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,20,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ENFERMAGEM,5,1979,EM FUNCIONAMENTO
NÃO SE APLICA,40,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,HISTÓRIA,4,2005,EM FUNCIONAMENTO
NÃO SE APLICA,1,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,MATEMÁTICA,5,1994,EM FUNCIONAMENTO
NÃO SE APLICA,18,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ODONTOLOGIA,4,1990,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ENGENHARIA ELÉTRICA,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,PRODUTOS NATURAIS E SINTÉTICOS BIOATIVOS,6,1978,EM FUNCIONAMENTO
NÃO SE APLICA,20,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,PROFISSIONAL,GERONTOLOGIA,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORDESTE,PB,AREIA,ACADÊMICO,BIODIVERSIDADE,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,24,FEDERAL,PÚBLICA,NORDESTE,PB,AREIA,ACADÊMICO,CIÊNCIA ANIMAL,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORDESTE,PB,AREIA,ACADÊMICO,AGRONOMIA,5,1979,EM FUNCIONAMENTO
CIÊNCIA DO SOLO,42,FEDERAL,PÚBLICA,NORDESTE,PB,AREIA,ACADÊMICO,CIÊNCIA DO SOLO,3,1977,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORDESTE,PB,RIO TINTO,ACADÊMICO,ECOLOGIA E MONITORAMENTO AMBIENTAL,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,DIREITO,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,30,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,DESENVOLVIMENTO REGIONAL,3,2009,EM FUNCIONAMENTO
NÃO SE APLICA,15,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,PROFISSIONAL,CIÊNCIA E TECNOLOGIA EM SAÚDE,3,2013,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,4,2013,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,PROFISSIONAL,ENSINO DE CIÊNCIAS E MATEMÁTICA,4,2007,EM FUNCIONAMENTO
NÃO SE APLICA,32,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,SERVIÇO SOCIAL,3,2013,EM FUNCIONAMENTO
NÃO SE APLICA,10,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,CIÊNCIA E TECNOLOGIA AMBIENTAL,4,2007,EM FUNCIONAMENTO
NÃO SE APLICA,39,ESTADUAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,RELAÇOES INTERNACIONAIS,3,2008,EM FUNCIONAMENTO
TEORIA LITERARIA,41,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,LITERATURA E INTERCULTURALIDADE,4,2006,EM FUNCIONAMENTO
NÃO SE APLICA,18,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ODONTOLOGIA,4,2009,EM FUNCIONAMENTO
SAÚDE PÚBLICA,22,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,SAÚDE PÚBLICA,3,2009,EM FUNCIONAMENTO
NÃO SE APLICA,38,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,PROFISSIONAL,FORMAÇÃO DE PROFESSORES,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,42,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,CIÊNCIAS AGRÁRIAS,5,2010,EM FUNCIONAMENTO
NÃO SE APLICA,19,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,CIÊNCIAS FARMACÊUTICAS,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,37,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,PSICOLOGIA DA SAÚDE,4,2015,EM FUNCIONAMENTO
ARQUIVOLOGIA,31,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,PROFISSIONAL,GESTÃO DE DOCUMENTOS E GOVERNANÇA ARQUIVÍSTICA,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,7,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ECOLOGIA E CONSERVAÇÃO,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,4,ESTADUAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,QUÍMICA,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,PROFISSIONAL,TECNOLOGIA DA INFORMAÇÃO,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ENGENHARIA ELÉTRICA,3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ENGENHARIA MECÂNICA,3,2010,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,CIÊNCIA E ENGENHARIA DE MATERIAIS,6,2003,EM FUNCIONAMENTO
METEOROLOGIA,5,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,METEOROLOGIA,4,1978,EM FUNCIONAMENTO
NÃO SE APLICA,40,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,HISTÓRIA,3,2007,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ENGENHARIA QUÍMICA,4,1979,EM FUNCIONAMENTO
NÃO SE APLICA,48,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,CIÊNCIAS NATURAIS E BIOTECNOLOGIA,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ENGENHARIA CIVIL E AMBIENTAL,5,1971,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ENGENHARIA AGRÍCOLA,5,1987,EM FUNCIONAMENTO
NÃO SE APLICA,29,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,DESIGN,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ADMINISTRAÇÃO,3,2018,EM FUNCIONAMENTO
NÃO SE APLICA,1,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,MATEMÁTICA,4,2003,EM FUNCIONAMENTO
NÃO SE APLICA,39,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,CIÊNCIA POLÍTICA,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,CIÊNCIAS FLORESTAIS,3,2008,EM FUNCIONAMENTO
NÃO SE APLICA,34,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,CIÊNCIAS SOCIAIS,4,2007,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORDESTE,PB,POMBAL,ACADÊMICO,HORTICULTURA TROPICAL,3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,EDUCAÇÃO,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ENGENHARIA DE PROCESSOS,4,1999,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,PROFISSIONAL,GESTÃO E SISTEMAS AGROINDUSTRIAIS,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,1,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,MATEMÁTICA - UFPB-J.P. - UFCG,5,2010,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,LINGUAGEM E ENSINO,4,2004,EM FUNCIONAMENTO
ENGENHARIA DE ALIMENTOS,25,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ENGENHARIA DE ALIMENTOS,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,CIÊNCIA DA COMPUTAÇÃO,4,1973,EM FUNCIONAMENTO
NÃO SE APLICA,3,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,FÍSICA,4,2007,EM FUNCIONAMENTO
NÃO SE APLICA,24,FEDERAL,PÚBLICA,NORDESTE,PB,PATOS,ACADÊMICO,CIÊNCIA E SAÚDE ANIMAL,5,2003,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,SISTEMAS AGROINDUSTRIAIS,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,23,FEDERAL,PÚBLICA,NORDESTE,PB,PATOS,ACADÊMICO,CIÊNCIA ANIMAL,3,2003,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ENGENHARIA ELÉTRICA,6,1970,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,ENGENHARIA E GESTÃO DE RECURSOS NATURAIS,4,1997,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORDESTE,PB,BANANEIRAS,ACADÊMICO,CIÊNCIAS AGRÁRIAS (AGROECOLOGIA),3,2023,EM FUNCIONAMENTO
NÃO SE APLICA,25,FEDERAL,PÚBLICA,NORDESTE,PB,BANANEIRAS,ACADÊMICO,TECNOLOGIA AGROALIMENTAR,3,2023,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,SAÚDE DA COMUNICAÇÃO HUMANA,4,2017,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ENGENHARIA MECÂNICA,4,1996,EM FUNCIONAMENTO
NÃO SE APLICA,26,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,DIREITO,5,1972,EM FUNCIONAMENTO
NÃO SE APLICA,3,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,FÍSICA,7,1973,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,FISIOTERAPIA,4,2009,EM FUNCIONAMENTO
ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,16,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,SAÚDE TRANSLACIONAL,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,PSICOLOGIA,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,34,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,SOCIOLOGIA,5,1967,EM FUNCIONAMENTO
CIRURGIA,17,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,CIRURGIA,3,1973,EM FUNCIONAMENTO
NÃO SE APLICA,33,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,FILOSOFIA,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,PROFISSIONAL,CIÊNCIAS DA COMPUTAÇÃO,4,2006,EM FUNCIONAMENTO
NÃO SE APLICA,6,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,BIOLOGIA APLICADA À SAÚDE,5,2010,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,SAÚDE DA CRIANÇA E DO ADOLESCENTE,3,1973,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,MEDICINA TROPICAL,5,1973,EM FUNCIONAMENTO
NÃO SE APLICA,32,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,SERVIÇO SOCIAL,6,1979,EM FUNCIONAMENTO
NÃO SE APLICA,1,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,MATEMÁTICA,5,1967,EM FUNCIONAMENTO
NÃO SE APLICA,22,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,SAÚDE COLETIVA,4,2009,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,COMUNICAÇÃO,4,2001,EM FUNCIONAMENTO
NÃO SE APLICA,8,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,BIOQUÍMICA E FISIOLOGIA,5,1967,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ENGENHARIA ELÉTRICA,5,1978,EM FUNCIONAMENTO
NÃO SE APLICA,29,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,DESIGN,5,2003,EM FUNCIONAMENTO
ENSINO-APRENDIZAGEM,38,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,PROFISSIONAL,EDUCAÇÃO BÁSICA,A,2022,EM FUNCIONAMENTO
NÃO SE APLICA,35,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ARQUEOLOGIA,5,2003,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,EDUCAÇÃO MATEMÁTICA E TECNOLÓGICA,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,5,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,CIÊNCIAS GEODÉSICAS E TECNOLOGIAS DA GEOINFORMAÇÃO,4,2001,EM FUNCIONAMENTO
NÃO SE APLICA,6,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,CIÊNCIAS BIOLÓGICAS,6,1994,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,CIÊNCIAS DA COMPUTAÇÃO,7,1975,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,INOVAÇÃO TERAPÊUTICA,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,39,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,CIÊNCIA POLÍTICA,6,1982,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,CIÊNCIAS FARMACÊUTICAS,4,1976,EM FUNCIONAMENTO
NÃO SE APLICA,39,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,PROFISSIONAL,POLÍTICAS PÚBLICAS,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,50,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,NUTRIÇÃO,5,1971,EM FUNCIONAMENTO
NÃO SE APLICA,28,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ECONOMIA,6,1967,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,OCEANOGRAFIA,5,1982,EM FUNCIONAMENTO
NÃO SE APLICA,18,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ODONTOLOGIA,4,2001,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,HOTELARIA E TURISMO,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,1,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ESTATÍSTICA,5,1996,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ENGENHARIA CIVIL,6,1992,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,CIÊNCIA DA INFORMAÇÃO,5,2009,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ADMINISTRAÇÃO,5,1995,EM FUNCIONAMENTO
NÃO SE APLICA,40,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,HISTÓRIA,5,1974,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,LETRAS,5,1976,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,BIOLOGIA ANIMAL,6,1994,EM FUNCIONAMENTO
NÃO SE APLICA,5,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,GEOCIÊNCIAS,4,1973,EM FUNCIONAMENTO
NÃO SE APLICA,47,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,CIÊNCIA DE MATERIAIS,5,2001,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,NORDESTE,PE,CARUARU,ACADÊMICO,"GESTÃO, INOVAÇÃO E CONSUMO",3,2019,EM FUNCIONAMENTO
TAXONOMIA VEGETAL,7,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,BIOLOGIA DE FUNGOS,6,1980,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,DIREITOS HUMANOS,3,2013,EM FUNCIONAMENTO
NÃO SE APLICA,4,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,QUÍMICA,5,1989,EM FUNCIONAMENTO
NÃO SE APLICA,20,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ENFERMAGEM,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,NORDESTE,PE,CARUARU,ACADÊMICO,ENGENHARIA CIVIL E AMBIENTAL,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,BIOLOGIA VEGETAL,7,1992,EM FUNCIONAMENTO
PLANEJAMENTO E AVALIAÇÃO EDUCACIONAL,38,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,EDUCAÇÃO,5,1978,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,TECNOLOGIAS ENERGÉTICAS E NUCLEARES,5,1977,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,ENGENHARIA BIOMÉDICA,3,2012,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,GERONTOLOGIA,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,DESENVOLVIMENTO E MEIO AMBIENTE,5,1998,EM FUNCIONAMENTO
NÃO SE APLICA,28,FEDERAL,PÚBLICA,NORDESTE,PE,CARUARU,ACADÊMICO,ECONOMIA - CAMPUS AGRESTE,4,2011,EM FUNCIONAMENTO
CIÊNCIAS CONTÁBEIS,27,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,CIÊNCIAS CONTÁBEIS,4,2007,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,EDUCAÇÃO FÍSICA,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,36,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,GEOGRAFIA,5,1976,EM FUNCIONAMENTO
MÚSICA,11,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,MÚSICA,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORDESTE,PE,CARUARU,ACADÊMICO,EDUCAÇÃO CONTEMPORÂNEA,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,6,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,GENÉTICA E BIOLOGIA MOLECULAR,4,1992,EM FUNCIONAMENTO
NÃO SE APLICA,8,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,MORFOTECNOLOGIA,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORDESTE,PE,CARUARU,ACADÊMICO,ENGENHARIA DE PRODUÇÃO - CENTRO ACADÊMICO DO AGRESTE,3,2013,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,NEUROPSIQUIATRIA E CIÊNCIAS DO COMPORTAMENTO,4,1994,EM FUNCIONAMENTO
NÃO SE APLICA,48,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,ACADÊMICO,BIOTECNOLOGIA,4,2010,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,NORDESTE,PE,CARUARU,ACADÊMICO,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,50,FEDERAL,PÚBLICA,NORDESTE,PE,VITÓRIA DE SANTO ANTÃO,ACADÊMICO,"NUTRIÇÃO, ATIVIDADE FÍSICA E PLASTICIDADE FENOTÍPICA",4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORDESTE,PE,RECIFE,PROFISSIONAL,ENGENHARIA DE PRODUÇÃO,4,2000,EM FUNCIONAMENTO
