AN_BASE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,IN_REDE,SG_UF_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,DS_SITUACAO_PROGRAMA
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,BA,28001010057P4,CIÊNCIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28001010001P9,EDUCAÇÃO,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,BA,28001010014P3,ENFERMAGEM E SAÚDE,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,SIM,BA,28001010064P0,DIFUSÃO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS,EM FUNCIONAMENTO
2024,9,CIÊNCIAS BIOLÓGICAS III,NÃO,BA,28001010171P1,MICROBIOLOGIA,EM FUNCIONAMENTO
2024,32,SERVIÇO SOCIAL,NÃO,BA,28001010175P7,SERVIÇO SOCIAL,EM FUNCIONAMENTO
2024,29,"ARQUITETURA, URBANISMO E DESIGN",NÃO,BA,28001010077P5,CECRE - CONSERVAÇÃO E RESTAURAÇÃO,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,BA,28001010067P0,FARMÁCIA,EM FUNCIONAMENTO
2024,29,"ARQUITETURA, URBANISMO E DESIGN",NÃO,BA,28001010019P5,ARQUITETURA E URBANISMO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28001010085P8,"SEGURANÇA PÚBLICA, JUSTIÇA E CIDADANIA",EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28001010091P8,"CURRÍCULO, LINGUAGENS E INOVAÇÕES PEDAGÓGICAS.",EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28001010075P2,PROCESSOS INTERATIVOS DOS ÓRGÃOS E SISTEMAS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28001010055P1,DESENVOLVIMENTO E GESTÃO SOCIAL,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,BA,28001010092P4,MÚSICA,EM FUNCIONAMENTO
2024,33,FILOSOFIA,NÃO,BA,28001010042P7,FILOSOFIA,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,BA,28001010004P8,QUÍMICA,EM FUNCIONAMENTO
2024,5,GEOCIÊNCIAS,NÃO,BA,28001010005P4,GEOLOGIA,EM FUNCIONAMENTO
2024,5,GEOCIÊNCIAS,NÃO,BA,28001010073P0,GEOQUÍMICA: PETRÓLEO E MEIO AMBIENTE,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,BA,28001010080P6,BIOTECNOLOGIA,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,SIM,BA,28001010081P2,MATEMÁTICA - UFBA-UFAL,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,BA,28001010035P0,ARTES CÊNICAS,EM FUNCIONAMENTO
2024,46,ENSINO,SIM,BA,28001010040P4,"ENSINO, FILOSOFIA E HISTÓRIA DAS CIÊNCIAS",EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,BA,28001010173P4,PSICOLOGIA DA SAÚDE,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28001010049P1,CULTURA E SOCIEDADE,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,BA,28001010063P4,CONTABILIDADE,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28001010053P9,ENERGIA E AMBIENTE,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,BA,28001010029P0,ODONTOLOGIA E SAUDE,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,BA,28001010172P8,ENGENHARIA CIVIL,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28001010078P1,LÍNGUA E CULTURA,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,BA,28001010093P0,MUSEOLOGIA,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,NÃO,BA,28001010003P1,MATEMÁTICA,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,BA,28001010010P8,ECONOMIA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,BA,28001010062P8,ENGENHARIA INDUSTRIAL,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28001010079P8,LITERATURA E CULTURA,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,NÃO,BA,28001010178P6,ESTATÍSTICA E CIÊNCIA DE DADOS,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,BA,28001010026P1,MÚSICA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,BA,28001010045P6,MECATRÔNICA,EM FUNCIONAMENTO
2024,50,NUTRIÇÃO,NÃO,BA,28001010047P9,"ALIMENTOS, NUTRIÇÃO E SAÚDE",EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,BA,28001010024P9,COMUNICAÇÃO E CULTURA CONTEMPORÂNEAS,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,BA,28001010044P0,PSICOLOGIA,EM FUNCIONAMENTO
2024,34,SOCIOLOGIA,NÃO,BA,28001010023P2,CIÊNCIAS SOCIAIS,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,BA,28001010037P3,ENGENHARIAS ELÉTRICA E DE COMPUTAÇÃO,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,BA,28001010095P3,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,BA,28001010039P6,"ECOLOGIA: TEORIA, APLICAÇÃO E VALORES",EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,BA,28001010089P3,BIOCIÊNCIAS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,BA,28002016017P5,ASTRONOMIA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,BA,28002016010P0,RECURSOS GENÉTICOS VEGETAIS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28002016007P0,"DESENHO, CULTURA E INTERATIVIDADE",EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,BA,28002016021P2,ENSINO DE MATEMÁTICA,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,BA,28002016009P2,HISTÓRIA,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,BA,28002016018P1,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,BA,28002016004P0,SAÚDE COLETIVA,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,BA,28002016016P9,PLANEJAMENTO TERRITORIAL,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,BA,28002016011P7,ECOLOGIA E EVOLUÇÃO,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,BA,28002016013P0,ENFERMAGEM,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28002016003P4,ESTUDOS LITERÁRIOS,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,BA,28002016005P7,MODELAGEM EM CIÊNCIAS DA TERRA E DO AMBIENTE,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,BA,28002016020P6,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28002016015P2,EDUCAÇÃO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28002016012P3,ESTUDOS LINGUÍSTICOS,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,BA,28002016006P3,BIOTECNOLOGIA,EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,BA,28002016014P6,SAÚDE COLETIVA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,BA,28002016002P8,BOTÂNICA,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,BA,28002016008P6,ENGENHARIA CIVIL E AMBIENTAL,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28003012004P7,FAMÍLIA NA SOCIEDADE CONTEMPORÃNEA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28003012003P0,POLÍTICAS SOCIAIS E CIDADANIA,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,BA,28003012007P6,DIREITO,EM FUNCIONAMENTO
2024,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,NÃO,BA,28003012002P4,"TERRITÓRIO, AMBIENTE E SOCIEDADE",EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,BA,28005015004P0,QUÍMICA APLICADA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,BA,28005015013P9,"EDUCAÇÃO, CULTURA E TERRITÓRIOS SEMIÁRIDOS",EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,BA,28005015076P0,SAÚDE COLETIVA,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28005015003P3,ESTUDO DE LINGUAGENS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,BA,28005015005P6,AGRONOMIA: HORTICULTURA IRRIGADA,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,BA,28005015074P8,ESTUDOS TERRITORIAIS,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,BA,28005015010P0,BIODIVERSIDADE VEGETAL,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,BA,28005015007P9,HISTÓRIA REGIONAL E LOCAL,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28005015079P0,EDUCAÇÃO E FORMAÇÃO DOCENTE (PPGEDUF),EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,BA,28005015075P4,"ENSINO, LINGUAGEM E SOCIEDADE",EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28005015077P7,MODELAGEM E SIMULACÃO DE BIOSSISTEMAS,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28005015014P5,EDUCAÇÃO E DIVERSIDADE,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28005015078P3,LETRAS,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,BA,28005015071P9,"ESTUDOS AFRICANOS, POVOS INDÍGENAS E CULTURAS NEGRAS",EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28005015072P5,INTERVENÇÃO EDUCATIVA E SOCIAL,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,BA,28005015070P2,HISTÓRIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28005015009P1,ECOLOGIA HUMANA E GESTÃO SOCIOAMBIENTAL,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28005015011P6,GESTÃO E TECNOLOGIAS APLICADAS À EDUCAÇÃO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28005015008P5,CRÍTICA CULTURAL,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28005015080P8,TECNOLOGIAS DAS LINGUAGENS,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28005015001P0,EDUCAÇÃO E CONTEMPORANEIDADE,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,BA,28005015073P1,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28005015012P2,EDUCAÇÃO DE JOVENS E ADULTOS,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,BA,28006011007P5,ENFERMAGEM E SAÚDE,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28006011011P2,LINGUÍSTICA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,BA,28006011014P1,CIÊNCIAS FLORESTAIS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28006011015P8,RELAÇÕES ÉTNICAS E CONTEMPORANEIDADE,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,BA,28006011170P3,GEOGRAFIA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28006011013P5,EDUCAÇÃO,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,BA,28006011171P0,ENSINO,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,BA,28006011009P8,"GENÉTICA, BIODIVERSIDADE E CONSERVAÇÃO",EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,BA,28006011003P0,QUIMICA,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,BA,28006011004P6,ENGENHARIA E CIÊNCIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28006011005P2,MEMÓRIA:LINGUAGEM E SOCIEDADE,EM FUNCIONAMENTO
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,NÃO,BA,28006011002P3,ZOOTECNIA,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28006011008P1,"LETRAS: CULTURA, EDUCAÇÃO E LINGUAGENS",EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",SIM,BA,28006011172P6,EDUCAÇÃO FÍSICA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,BA,28006011010P6,EDUCAÇÃO CIENTÍFICA E FORMAÇÃO DE PROFESSORES,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,BA,28006011012P9,CIÊNCIAS AMBIENTAIS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,BA,28006011001P7,AGRONOMIA (FITOTECNIA),EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,BA,28007018004P2,ZOOLOGIA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,BA,28007018011P9,ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,BA,28007018017P7,EDUCAÇÃO,EM FUNCIONAMENTO
2024,47,MATERIAIS,NÃO,BA,28007018012P5,"CIÊNCIA, INOVAÇÃO E MODELAGEM EM MATERIAIS",EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,BA,28007018076P3,HISTÓRIA: ATLÂNTICO E DIÁSPORA AFRICANA,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,BA,28007018075P7,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,BA,28007018077P0,ENFERMAGEM,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,NÃO,BA,28007018007P1,CIÊNCIA ANIMAL,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,BA,28007018019P0,QUÍMICA,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,BA,28007018001P3,DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,BA,28007018008P8,BIOLOGIA E BIOTECNOLOGIA DE MICRORGANISMOS,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,SIM,BA,28007018006P5,SISTEMAS AQUÁTICOS TROPICAIS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28007018015P4,ECONOMIA REGIONAL E POLÍTICAS PÚBLICAS,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,BA,28007018009P4,LINGUAGENS E REPRESENTAÇÕES,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,BA,28007018010P2,FÍSICA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,BA,28007018005P9,PRODUÇÃO VEGETAL,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,BA,28007018003P6,GENÉTICA E BIOLOGIA MOLECULAR,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,BA,28007018018P3,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28007018016P0,MODELAGEM COMPUTACIONAL EM CIÊNCIA E TECNOLOGIA,EM FUNCIONAMENTO
2024,15,MEDICINA I,NÃO,BA,28008014002P6,MEDICINA E SAÚDE HUMANA,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,BA,28008014005P5,PSICOLOGIA E INTERVENÇÕES EM SAÚDE,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,BA,28008014004P9,TECNOLOGIAS EM SAÚDE,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,BA,28010019065P9,ENGENHARIA DE SISTEMAS E PRODUTOS,EM FUNCIONAMENTO
2024,47,MATERIAIS,NÃO,BA,28010019066P5,ENGENHARIA DE MATERIAIS,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,BA,28013018005P5,SISTEMAS E COMPUTAÇÃO,EM FUNCIONAMENTO
