AN_BASE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,IN_REDE,SG_UF_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,DS_SITUACAO_PROGRAMA
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,PR,40001016019P6,ENGENHARIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,PR,40001016051P7,ECONOMIA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40001016015P0,ENGENHARIA FLORESTAL,EM FUNCIONAMENTO
2024,8,CIÊNCIAS BIOLÓGICAS II,NÃO,PR,40001016003P2,CIÊNCIAS (BIOQUÍMICA),EM FUNCIONAMENTO
2024,51,CIÊNCIAS E HUMANIDADES PARA A EDUCAÇÃO BÁSICA,SIM,PR,40001016170P6,FILOSOFIA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,PR,40001016172P9,"GESTÃO DE ORGANIZAÇÕES, LIDERANÇA E DECISÃO",EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,PR,40001016006P1,GENÉTICA,EM FUNCIONAMENTO
2024,8,CIÊNCIAS BIOLÓGICAS II,NÃO,PR,40001016038P0,FARMACOLOGIA,EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",NÃO,PR,40001016047P0,EDUCAÇÃO FÍSICA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40001016031P6,AGRONOMIA (PRODUÇÃO VEGETAL),EM FUNCIONAMENTO
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,NÃO,PR,40001016078P2,AQUICULTURA E DESENVOLVIMENTO SUSTENTÁVEL,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,PR,40001016020P4,FÍSICA,EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",SIM,PR,40002012029P8,EDUCAÇÃO FÍSICA,EM FUNCIONAMENTO
2024,33,FILOSOFIA,NÃO,PR,40002012045P3,FILOSOFIA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,PR,40002012015P7,EDUCAÇÃO,EM FUNCIONAMENTO
2024,32,SERVIÇO SOCIAL,NÃO,PR,40002012020P0,SERVIÇO SOCIAL E POLÍTICA SOCIAL,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,PR,40002012023P0,BIOTECNOLOGIA,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,PR,40002012173P1,PSICOLOGIA,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,PR,40002012026P9,PATOLOGIA EXPERIMENTAL,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,NÃO,PR,40002012030P6,MATEMÁTICA APLICADA E COMPUTACIONAL,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,PR,40002012028P1,ANÁLISE DO COMPORTAMENTO,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,PR,40002012037P0,ECONOMIA,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,PR,40002012018P6,QUÍMICA,EM FUNCIONAMENTO
2024,9,CIÊNCIAS BIOLÓGICAS III,NÃO,PR,40002012016P3,MICROBIOLOGIA,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,PR,40002012170P2,FISIOPATOLOGIA CLÍNICA E LABORATORIAL,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,PR,40002012012P8,LETRAS,EM FUNCIONAMENTO
2024,4,QUÍMICA,SIM,PR,40002012039P3,QUÍMICA - UEL - UNICENTRO - UEPG,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,PR,40002012047P6,ENFERMAGEM,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,PR,40002012002P2,DIREITO NEGOCIAL,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,PR,40002012003P9,CIÊNCIAS DE ALIMENTOS,EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,PR,40002012008P0,SAÚDE COLETIVA,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,PR,40002012172P5,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,PR,40002012019P2,CIÊNCIAS BIOLÓGICAS,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,PR,40002012022P3,ESTUDOS DA LINGUAGEM,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,PR,40002012034P1,COMUNICAÇÃO,EM FUNCIONAMENTO
2024,8,CIÊNCIAS BIOLÓGICAS II,NÃO,PR,40002012175P4,CIÊNCIAS FISIOLÓGICAS,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,PR,40002012033P5,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,34,SOCIOLOGIA,NÃO,PR,40002012017P0,SOCIOLOGIA,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,PR,40002012005P1,GENÉTICA E BIOLOGIA MOLECULAR,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,PR,40002012014P0,FÍSICA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,PR,40002012040P1,ADMINISTRAÇÃO,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,SIM,PR,40002012013P4,AGRONOMIA,EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",SIM,PR,40002012042P4,CIÊNCIAS DA REABILITAÇÃO,EM FUNCIONAMENTO
2024,15,MEDICINA I,NÃO,PR,40002012046P0,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,29,"ARQUITETURA, URBANISMO E DESIGN",SIM,PR,40004015037P3,ARQUITETURA E URBANISMO,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,PR,40002012024P6,ENGENHARIA ELETRICA,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,PR,40002012021P7,GEOGRAFIA,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,SIM,PR,40002012171P9,ENGENHARIA ELETRICA,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,PR,40002012032P9,HISTÓRIA SOCIAL,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,NÃO,PR,40002012009P7,CIÊNCIA ANIMAL,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,PR,40002012048P2,CIÊNCIA DA INFORMAÇÃO,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PR,40002012025P2,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,PR,40002012050P7,LETRAS ESTRANGEIRAS MODERNAS,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,NÃO,PR,40002012049P9,CLÍNICAS VETERINÁRIAS,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PR,40002012027P5,ENGENHARIA CIVIL,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,PR,40003019009P3,ODONTOLOGIA,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,PR,40003019006P4,DIREITO,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,PR,40003019004P1,INFORMÁTICA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40003019018P2,BIOÉTICA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,PR,40003019008P7,ADMINISTRAÇÃO,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,PR,40003019019P9,GESTÃO DE COOPERATIVAS E ORGANIZAÇÕES COMPLEXAS E PLURAIS,EM FUNCIONAMENTO
2024,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,NÃO,PR,40003019014P7,GESTÃO URBANA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PR,40003019010P1,ENGENHARIA DE PRODUÇÃO E SISTEMAS,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,PR,40003019007P0,EDUCAÇÃO,EM FUNCIONAMENTO
2024,15,MEDICINA I,NÃO,PR,40003019013P0,CIENCIAS DA SAUDE,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40003019011P8,TECNOLOGIA EM SAÚDE,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40003019020P7,DIREITOS HUMANOS E POLÍTICAS PÚBLICAS,EM FUNCIONAMENTO
2024,33,FILOSOFIA,NÃO,PR,40003019015P3,FILOSOFIA,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,NÃO,PR,40003019016P0,CIÊNCIA ANIMAL,EM FUNCIONAMENTO
2024,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,NÃO,PR,40003019017P6,TEOLOGIA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PR,40003019005P8,ENGENHARIA MECÂNICA,EM FUNCIONAMENTO
2024,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,NÃO,PR,40004015033P8,POLÍTICAS PÚBLICAS,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,PR,40004015042P7,BIOTECNOLOGIA AMBIENTAL,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PR,40004015027P8,ENGENHARIA URBANA,EM FUNCIONAMENTO
2024,8,CIÊNCIAS BIOLÓGICAS II,NÃO,PR,40004015071P7,CIÊNCIAS FISIOLÓGICAS,EM FUNCIONAMENTO
2024,17,MEDICINA III,NÃO,PR,40004015075P2,"GESTÃO, TECNOLOGIA E INOVAÇÃO EM URGÊNCIA E EMERGÊNCIA",EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,PR,40004015026P1,BIOLOGIA COMPARADA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PR,40004015023P2,EDUCAÇÃO PARA A CIÊNCIA E A MATEMÁTICA,EM FUNCIONAMENTO
2024,34,SOCIOLOGIA,NÃO,PR,40004015031P5,CIÊNCIAS SOCIAIS,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PR,40004015041P0,ENGENHARIA CIVIL,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40004015043P3,AGROECOLOGIA,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,PR,40004015072P3,ASSISTÊNCIA FARMACÊUTICA,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,NÃO,PR,40004015070P0,PRODUÇÃO SUSTENTÁVEL E SAÚDE ANIMAL,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,PR,40004015014P3,LETRAS,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,PR,40004015012P0,GEOGRAFIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,SIM,PR,40004015074P6,SUSTENTABILIDADE,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,PR,40004015011P4,FÍSICA,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,PR,40004015024P9,ENFERMAGEM,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,PR,40004015029P0,ODONTOLOGIA INTEGRADA,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,PR,40004015021P0,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,PR,40004015034P4,CIÊNCIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,NÃO,PR,40004015013P7,MATEMÁTICA,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,PR,40004015007P7,ECONOMIA,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,PR,40004015002P5,QUÍMICA,EM FUNCIONAMENTO
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,NÃO,PR,40004015006P0,ZOOTECNIA,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,PR,40004015025P5,HISTÓRIA,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,PR,40004015028P4,PSICOLOGIA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,PR,40004015005P4,ECOLOGIA DE AMBIENTES AQUÁTICOS CONTINENTAIS,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PR,40004015038P0,ENGENHARIA MECÂNICA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,PR,40004015044P0,CIÊNCIAS CONTÁBEIS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40004015040P4,BIOESTATÍSTICA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40004015039P6,CIÊNCIAS AGRÁRIAS,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PR,40004015077P5,ENGENHARIA DE PRODUÇÃO,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,PR,40004015003P1,ENGENHARIA QUÍMICA,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,PR,40004015022P6,BIOCIÊNCIAS E FISIOPATOLOGIA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,PR,40004015035P0,ADMINISTRAÇÃO,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40004015008P3,AGRONOMIA,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,PR,40004015076P9,MÚSICA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,PR,40004015004P8,EDUCAÇÃO,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,PR,40004015018P9,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,PR,40004015019P5,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,PR,40004015073P0,ENGENHARIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40004015020P3,GENÉTICA E MELHORAMENTO,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,PR,40004015001P9,CIÊNCIAS BIOLÓGICAS (BIOLOGIA CELULAR),EM FUNCIONAMENTO
2024,33,FILOSOFIA,NÃO,PR,40004015036P7,FILOSOFIA,EM FUNCIONAMENTO
2024,8,CIÊNCIAS BIOLÓGICAS II,NÃO,PR,40004015078P1,BIOQUÍMICA,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,PR,40005011002P1,ENGENHARIA E CIÊNCIA DE MATERIAIS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PR,40005011172P4,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,EM FUNCIONAMENTO
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,NÃO,PR,40005011042P3,ZOOTECNIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40005011170P1,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40005011006P7,AGRONOMIA,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,PR,40005011008P0,CIÊNCIAS,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,PR,40005011014P0,HISTÓRIA,EM FUNCIONAMENTO
2024,19,FARMÁCIA,SIM,PR,40014010006P2,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,PR,40005011015P6,JORNALISMO,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,PR,40005011010P4,GEOGRAFIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40005011013P3,COMPUTAÇÃO APLICADA,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,PR,40005011004P4,ODONTOLOGIA,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,PR,40005011171P8,ECONOMIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,SIM,PR,40002012041P8,BIOENERGIA - UEL - UEM - UEPG - UNICENTRO - UNIOESTE - UFPR,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,PR,40005011007P3,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,PR,40005011173P0,DIREITO,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,PR,40005011005P0,EDUCAÇÃO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40005011003P8,CIÊNCIAS SOCIAIS APLICADAS,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,PR,40005011012P7,ESTUDOS DA LINGUAGEM,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,PR,40005011009P6,QUÍMICA,EM FUNCIONAMENTO
2024,8,CIÊNCIAS BIOLÓGICAS II,NÃO,PR,40005011018P5,CIÊNCIAS BIOMÉDICAS,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,PR,40006018182P6,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,PR,40006018036P0,LETRAS,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,PR,40006018011P7,COMPUTAÇÃO APLICADA,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,PR,40006018022P9,ENGENHARIA ELÉTRICA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40006018170P8,INOVAÇÕES TECNOLÓGICAS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PR,40006018041P3,ENSINO DE MATEMÁTICA,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,PR,40006018033P0,PROCESSOS QUÍMICOS E BIOTECNOLÓGICOS,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,PR,40006018044P2,ADMINISTRAÇÃO,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PR,40006018023P5,ENGENHARIA AMBIENTAL,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PR,40006018174P3,ENGENHARIA AMBIENTAL: ANÁLISE E TECNOLOGIA AMBIENTAL,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,PR,40006018179P5,ENGENHARIA QUÍMICA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40006018043P6,AGROECOSSISTEMAS,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,PR,40006018016P9,TECNOLOGIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PR,40006018008P6,ENGENHARIA CIVIL,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,PR,40006018037P6,BIOINFORMÁTICA,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,PR,40006018009P2,ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40006018005P7,AGRONOMIA,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,PR,40006018035P3,ESTUDOS DE LINGUAGENS,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,PR,40006018012P3,ENGENHARIA ELÉTRICA - CORNÉLIO PROCÓPIO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40006018018P1,ENGENHARIA BIOMÉDICA,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,PR,40006018038P2,SISTEMAS DE ENERGIA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PR,40006018027P0,"ENSINO DE CIÊNCIAS HUMANAS, SOCIAIS E DA NATUREZA",EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PR,40006018030P1,ENGENHARIA CIVIL (PPGEC),EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40006018180P3,TECNOLOGIAS EM BIOCIÊNCIAS,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PR,40006018024P1,ENGENHARIA MECÂNICA,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,PR,40006018013P0,CIÊNCIA E TECNOLOGIA AMBIENTAL,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PR,40006018019P8,"FORMAÇÃO CIENTÍFICA, EDUCACIONAL E TECNOLÓGICA",EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,PR,40006018171P4,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,PR,40006018015P2,TECNOLOGIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,NÃO,PR,40006018010P0,DESENVOLVIMENTO REGIONAL,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,PR,40006018001P1,ENGENHARIA ELÉTRICA E INFORMÁTICA INDUSTRIAL,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,PR,40006018172P0,FÍSICA E ASTRONOMIA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PR,40006018031P8,ENGENHARIA DE PRODUÇÃO E SISTEMAS (PPGEPS),EM FUNCIONAMENTO
2024,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,NÃO,PR,40006018017P5,PLANEJAMENTO E GOVERNANÇA PÚBLICA,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,PR,40006018177P2,ENGENHARIA QUÍMICA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PR,40006018006P3,ENSINO DE CIÊNCIA E TECNOLOGIA,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,PR,40006018181P0,SUSTENTABILIDADE AMBIENTAL URBANA,EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",NÃO,PR,40006018173P7,EDUCAÇÃO FÍSICA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40006018002P8,TECNOLOGIA E SOCIEDADE,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PR,40006018026P4,TECNOLOGIAS AMBIENTAIS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40006018034P7,TECNOLOGIAS COMPUTACIONAIS PARA O AGRONEGÓCIO,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PR,40006018003P4,ENGENHARIA MECÂNICA E DE MATERIAIS,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,PR,40006018025P8,INFORMÁTICA,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,PR,40006018178P9,RECURSOS NATURAIS E SUSTENTABILIDADE,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PR,40006018004P0,ENGENHARIA DE PRODUÇÃO,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,PR,40006018020P6,TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PR,40006018028P7,ENSINO DE CIÊNCIA E TECNOLOGIA,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,PR,40006018032P4,QUÍMICA,EM FUNCIONAMENTO
2024,47,MATERIAIS,NÃO,PR,40006018175P0,CIÊNCIA E ENGENHARIA DE MATERIAIS,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,PR,40006018176P6,BIOTECNOLOGIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40006018183P2,TÊXTIL E MODA,EM FUNCIONAMENTO
2024,17,MEDICINA III,NÃO,PR,40009017001P0,PRINCÍPIOS DA CIRURGIA,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,PR,40014010008P5,HÍSTÓRIA,EM FUNCIONAMENTO
2024,47,MATERIAIS,NÃO,PR,40014010043P5,NANOCIÊNCIAS E BIOCIÊNCIAS,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,SIM,PR,40005011017P9,ENGENHARIA SANITÁRIA E AMBIENTAL - UEPG / UNICENTRO,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,PR,40014010002P7,QUÍMICA APLICADA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PR,40014010010P0,DESENVOLVIMENTO COMUNITÁRIO,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,NÃO,PR,40014010042P9,CIÊNCIAS VETERINÁRIAS,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,SIM,PR,40005011011P0,BIOLOGIA EVOLUTIVA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,PR,40014010009P1,EDUCAÇÃO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,PR,40014010007P9,LETRAS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40014010003P3,AGRONOMIA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,PR,40014010004P0,CIÊNCIAS FLORESTAIS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PR,40014010011P6,ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,PR,40014010005P6,GEOGRAFIA,EM FUNCIONAMENTO
