AN_BASE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,CONTAGEM_DISCENTES
2015,50,NUTRIÇÃO,1364
2016,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,7132
2016,2,CIÊNCIA DA COMPUTAÇÃO,9264
2016,3,ASTRONOMIA / FÍSICA,5354
2016,4,QUÍMICA,7767
2016,5,GEOCIÊNCIAS,4184
2016,6,CIÊNCIAS BIOLÓGICAS I,5010
2016,7,BIODIVERSIDADE,8747
2016,8,CIÊNCIAS BIOLÓGICAS II,5869
2016,9,CIÊNCIAS BIOLÓGICAS III,2630
2016,10,ENGENHARIAS I,10020
2016,11,ARTES / MÚSICA,4788
2016,12,ENGENHARIAS II,10029
2016,13,ENGENHARIAS III,13635
2016,14,ENGENHARIAS IV,9899
2016,15,MEDICINA I,9560
2016,16,MEDICINA II,7883
2016,17,MEDICINA III,3076
2016,18,ODONTOLOGIA,7218
2016,19,FARMÁCIA,4448
2016,20,ENFERMAGEM,5730
2016,21,EDUCAÇÃO FÍSICA,5073
2016,22,SAÚDE COLETIVA,6106
2016,23,ZOOTECNIA / RECURSOS PESQUEIROS,5010
2016,24,MEDICINA VETERINÁRIA,5708
2016,25,CIÊNCIA DE ALIMENTOS,3681
2016,26,DIREITO,11857
2016,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",13599
2016,28,ECONOMIA,4603
2016,29,"ARQUITETURA, URBANISMO E DESIGN",4617
2016,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,2555
2016,31,COMUNICAÇÃO E INFORMAÇÃO,5525
2016,32,SERVIÇO SOCIAL,2284
2016,33,FILOSOFIA,3392
2016,34,SOCIOLOGIA,5069
2016,35,ANTROPOLOGIA / ARQUEOLOGIA,2162
2016,36,GEOGRAFIA,5452
2016,37,PSICOLOGIA,7758
2016,38,EDUCAÇÃO,20741
2016,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,2778
2016,40,HISTÓRIA,7463
2016,41,LETRAS / LINGUÍSTICA,16986
2016,42,CIÊNCIAS AGRÁRIAS I,16681
2016,44,TEOLOGIA,1934
2016,45,INTERDISCIPLINAR,21312
2016,46,ENSINO,8714
2016,47,MATERIAIS,2388
2016,48,BIOTECNOLOGIA,4280
2016,49,CIÊNCIAS AMBIENTAIS,6876
2016,50,NUTRIÇÃO,1479
2017,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,7342
2017,2,CIÊNCIA DA COMPUTAÇÃO,9241
2017,3,ASTRONOMIA / FÍSICA,5757
2017,4,QUÍMICA,7970
2017,5,GEOCIÊNCIAS,4393
2017,6,CIÊNCIAS BIOLÓGICAS I,5404
2017,7,BIODIVERSIDADE,8768
2017,8,CIÊNCIAS BIOLÓGICAS II,5987
2017,9,CIÊNCIAS BIOLÓGICAS III,2753
2017,10,ENGENHARIAS I,10513
2017,11,ARTES,4933
2017,12,ENGENHARIAS II,10226
2017,13,ENGENHARIAS III,13974
2017,14,ENGENHARIAS IV,10246
2017,15,MEDICINA I,9785
2017,16,MEDICINA II,8128
2017,17,MEDICINA III,3249
2017,18,ODONTOLOGIA,7691
2017,19,FARMÁCIA,4496
2017,20,ENFERMAGEM,6196
2017,21,EDUCAÇÃO FÍSICA,5477
2017,22,SAÚDE COLETIVA,6729
2017,23,ZOOTECNIA / RECURSOS PESQUEIROS,4985
2017,24,MEDICINA VETERINÁRIA,5972
2017,25,CIÊNCIA DE ALIMENTOS,3787
2017,26,DIREITO,12861
2017,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",14748
2017,28,ECONOMIA,4769
2017,29,"ARQUITETURA, URBANISMO E DESIGN",4962
2017,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,2714
2017,31,COMUNICAÇÃO E INFORMAÇÃO,5792
2017,32,SERVIÇO SOCIAL,2326
2017,33,FILOSOFIA,3548
2017,34,SOCIOLOGIA,5141
2017,35,ANTROPOLOGIA / ARQUEOLOGIA,2267
2017,36,GEOGRAFIA,5474
2017,37,PSICOLOGIA,8328
2017,38,EDUCAÇÃO,21568
2017,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,3036
2017,40,HISTÓRIA,7431
2017,41,LINGUÍSTICA E LITERATURA,17553
2017,42,CIÊNCIAS AGRÁRIAS I,16672
2017,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,1946
2017,45,INTERDISCIPLINAR,23144
2017,46,ENSINO,10332
2017,47,MATERIAIS,2550
2017,48,BIOTECNOLOGIA,4495
2017,49,CIÊNCIAS AMBIENTAIS,7608
2017,50,NUTRIÇÃO,1541
2018,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,7590
2018,2,CIÊNCIA DA COMPUTAÇÃO,9340
2018,3,ASTRONOMIA / FÍSICA,6051
2018,4,QUÍMICA,8201
2018,5,GEOCIÊNCIAS,4440
2018,6,CIÊNCIAS BIOLÓGICAS I,5734
2018,7,BIODIVERSIDADE,8703
2018,8,CIÊNCIAS BIOLÓGICAS II,6062
2018,9,CIÊNCIAS BIOLÓGICAS III,2797
2018,10,ENGENHARIAS I,10906
2018,11,ARTES,5272
2018,12,ENGENHARIAS II,10332
2018,13,ENGENHARIAS III,13495
2018,14,ENGENHARIAS IV,10597
2018,15,MEDICINA I,10010
2018,16,MEDICINA II,8331
2018,17,MEDICINA III,3372
2018,18,ODONTOLOGIA,8015
2018,19,FARMÁCIA,4592
2018,20,ENFERMAGEM,6331
2018,21,EDUCAÇÃO FÍSICA,6034
2018,22,SAÚDE COLETIVA,7275
2018,23,ZOOTECNIA / RECURSOS PESQUEIROS,4812
2018,24,MEDICINA VETERINÁRIA,6166
2018,25,CIÊNCIA DE ALIMENTOS,3899
2018,26,DIREITO,13820
2018,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",15283
2018,28,ECONOMIA,4947
2018,29,"ARQUITETURA, URBANISMO E DESIGN",5215
2018,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,2791
2018,31,COMUNICAÇÃO E INFORMAÇÃO,6217
2018,32,SERVIÇO SOCIAL,2384
2018,33,FILOSOFIA,3840
2018,34,SOCIOLOGIA,4977
2018,35,ANTROPOLOGIA / ARQUEOLOGIA,2442
2018,36,GEOGRAFIA,5651
2018,37,PSICOLOGIA,8643
2018,38,EDUCAÇÃO,22495
2018,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,3489
2018,40,HISTÓRIA,8066
2018,41,LINGUÍSTICA E LITERATURA,18712
2018,42,CIÊNCIAS AGRÁRIAS I,16713
2018,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,1850
2018,45,INTERDISCIPLINAR,24914
2018,46,ENSINO,12165
2018,47,MATERIAIS,2603
2018,48,BIOTECNOLOGIA,4524
2018,49,CIÊNCIAS AMBIENTAIS,8408
2018,50,NUTRIÇÃO,1731
2019,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,7629
2019,2,CIÊNCIA DA COMPUTAÇÃO,9610
2019,3,ASTRONOMIA / FÍSICA,6053
2019,4,QUÍMICA,8160
2019,5,GEOCIÊNCIAS,4431
2019,6,CIÊNCIAS BIOLÓGICAS I,5596
2019,7,BIODIVERSIDADE,8675
2019,8,CIÊNCIAS BIOLÓGICAS II,6158
2019,9,CIÊNCIAS BIOLÓGICAS III,2791
2019,10,ENGENHARIAS I,11221
2019,11,ARTES,5413
2019,12,ENGENHARIAS II,10241
2019,13,ENGENHARIAS III,13245
2019,14,ENGENHARIAS IV,10603
2019,15,MEDICINA I,10139
2019,16,MEDICINA II,8255
2019,17,MEDICINA III,3335
2019,18,ODONTOLOGIA,8199
2019,19,FARMÁCIA,4601
2019,20,ENFERMAGEM,6529
2019,21,EDUCAÇÃO FÍSICA,6318
2019,22,SAÚDE COLETIVA,7856
2019,23,ZOOTECNIA / RECURSOS PESQUEIROS,4766
2019,24,MEDICINA VETERINÁRIA,6319
2019,25,CIÊNCIA DE ALIMENTOS,3869
2019,26,DIREITO,14902
2019,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",15502
2019,28,ECONOMIA,5061
2019,29,"ARQUITETURA, URBANISMO E DESIGN",5521
2019,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,2916
2019,31,COMUNICAÇÃO E INFORMAÇÃO,6617
2019,32,SERVIÇO SOCIAL,2544
2019,33,FILOSOFIA,4216
2019,34,SOCIOLOGIA,5120
2019,35,ANTROPOLOGIA / ARQUEOLOGIA,2616
2019,36,GEOGRAFIA,5956
2019,37,PSICOLOGIA,8990
2019,38,EDUCAÇÃO,23490
2019,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,3812
2019,40,HISTÓRIA,8576
2019,41,LINGUÍSTICA E LITERATURA,19321
2019,42,CIÊNCIAS AGRÁRIAS I,16377
2019,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,1740
2019,45,INTERDISCIPLINAR,25848
2019,46,ENSINO,14323
2019,47,MATERIAIS,2772
2019,48,BIOTECNOLOGIA,4497
2019,49,CIÊNCIAS AMBIENTAIS,8790
2019,50,NUTRIÇÃO,1857
2020,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,5986
2020,2,CIÊNCIA DA COMPUTAÇÃO,9743
2020,3,ASTRONOMIA / FÍSICA,6142
2020,4,QUÍMICA,8003
2020,5,GEOCIÊNCIAS,4298
2020,6,CIÊNCIAS BIOLÓGICAS I,5628
2020,7,BIODIVERSIDADE,8389
2020,8,CIÊNCIAS BIOLÓGICAS II,6013
2020,9,CIÊNCIAS BIOLÓGICAS III,2803
2020,10,ENGENHARIAS I,11026
2020,11,ARTES,5556
2020,12,ENGENHARIAS II,9675
2020,13,ENGENHARIAS III,12520
2020,14,ENGENHARIAS IV,10283
2020,15,MEDICINA I,9918
2020,16,MEDICINA II,8276
2020,17,MEDICINA III,3436
2020,18,ODONTOLOGIA,8114
2020,19,FARMÁCIA,4652
2020,20,ENFERMAGEM,6676
2020,21,EDUCAÇÃO FÍSICA,6457
2020,22,SAÚDE COLETIVA,8150
2020,23,ZOOTECNIA / RECURSOS PESQUEIROS,4453
2020,24,MEDICINA VETERINÁRIA,6109
2020,25,CIÊNCIA DE ALIMENTOS,3786
2020,26,DIREITO,16218
2020,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",14904
2020,28,ECONOMIA,5085
2020,29,"ARQUITETURA, URBANISMO E DESIGN",5555
2020,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,2953
2020,31,COMUNICAÇÃO E INFORMAÇÃO,6576
2020,32,SERVIÇO SOCIAL,2551
2020,33,FILOSOFIA,4278
2020,34,SOCIOLOGIA,5034
2020,35,ANTROPOLOGIA / ARQUEOLOGIA,2705
2020,36,GEOGRAFIA,6089
2020,37,PSICOLOGIA,8882
2020,38,EDUCAÇÃO,23380
2020,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,3844
2020,40,HISTÓRIA,9099
2020,41,LINGUÍSTICA E LITERATURA,18692
2020,42,CIÊNCIAS AGRÁRIAS I,15521
2020,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,1709
2020,45,INTERDISCIPLINAR,25909
2020,46,ENSINO,14308
2020,47,MATERIAIS,2817
2020,48,BIOTECNOLOGIA,4353
2020,49,CIÊNCIAS AMBIENTAIS,8692
2020,50,NUTRIÇÃO,1931
2021,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,6333
2021,2,CIÊNCIA DA COMPUTAÇÃO,10391
2021,3,ASTRONOMIA / FÍSICA,5850
2021,4,QUÍMICA,8059
2021,5,GEOCIÊNCIAS,4325
2021,6,CIÊNCIAS BIOLÓGICAS I,5352
2021,7,BIODIVERSIDADE,8523
2021,8,CIÊNCIAS BIOLÓGICAS II,6155
2021,9,CIÊNCIAS BIOLÓGICAS III,2816
2021,10,ENGENHARIAS I,11286
2021,11,ARTES,6470
2021,12,ENGENHARIAS II,9841
2021,13,ENGENHARIAS III,12771
2021,14,ENGENHARIAS IV,10005
2021,15,MEDICINA I,10353
2021,16,MEDICINA II,8615
2021,17,MEDICINA III,3606
2021,18,ODONTOLOGIA,8114
2021,19,FARMÁCIA,4857
2021,20,ENFERMAGEM,7148
2021,21,EDUCAÇÃO FÍSICA,6916
2021,22,SAÚDE COLETIVA,8909
2021,23,ZOOTECNIA / RECURSOS PESQUEIROS,4372
2021,24,MEDICINA VETERINÁRIA,6162
2021,25,CIÊNCIA DE ALIMENTOS,3877
2021,26,DIREITO,18022
2021,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",16283
2021,28,ECONOMIA,5428
2021,29,"ARQUITETURA, URBANISMO E DESIGN",5807
2021,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,3232
2021,31,COMUNICAÇÃO E INFORMAÇÃO,7097
2021,32,SERVIÇO SOCIAL,2791
2021,33,FILOSOFIA,4816
2021,34,SOCIOLOGIA,5375
2021,35,ANTROPOLOGIA / ARQUEOLOGIA,2963
2021,36,GEOGRAFIA,6678
2021,37,PSICOLOGIA,9761
2021,38,EDUCAÇÃO,25216
2021,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,4370
2021,40,HISTÓRIA,9494
2021,41,LINGUÍSTICA E LITERATURA,20220
2021,42,CIÊNCIAS AGRÁRIAS I,15566
2021,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,1833
2021,45,INTERDISCIPLINAR,28058
2021,46,ENSINO,16355
2021,47,MATERIAIS,2965
2021,48,BIOTECNOLOGIA,4440
2021,49,CIÊNCIAS AMBIENTAIS,9480
2021,50,NUTRIÇÃO,2108
2022,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,6499
2022,2,CIÊNCIA DA COMPUTAÇÃO,10458
2022,3,ASTRONOMIA / FÍSICA,5969
2022,4,QUÍMICA,7971
2022,5,GEOCIÊNCIAS,4243
2022,6,CIÊNCIAS BIOLÓGICAS I,5622
2022,7,BIODIVERSIDADE,8545
2022,8,CIÊNCIAS BIOLÓGICAS II,6111
2022,9,CIÊNCIAS BIOLÓGICAS III,2831
2022,10,ENGENHARIAS I,11086
2022,11,ARTES,6914
2022,12,ENGENHARIAS II,9586
2022,13,ENGENHARIAS III,12315
2022,14,ENGENHARIAS IV,9674
2022,15,MEDICINA I,10294
2022,16,MEDICINA II,8772
2022,17,MEDICINA III,3504
2022,18,ODONTOLOGIA,8163
2022,19,FARMÁCIA,4867
2022,20,ENFERMAGEM,7319
2022,21,EDUCAÇÃO FÍSICA,7360
2022,22,SAÚDE COLETIVA,9048
2022,23,ZOOTECNIA / RECURSOS PESQUEIROS,4168
2022,24,MEDICINA VETERINÁRIA,6209
2022,25,CIÊNCIA DE ALIMENTOS,3832
2022,26,DIREITO,18886
2022,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",16661
2022,28,ECONOMIA,5524
2022,29,"ARQUITETURA, URBANISMO E DESIGN",5895
2022,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,3316
2022,31,COMUNICAÇÃO E INFORMAÇÃO,7019
2022,32,SERVIÇO SOCIAL,2893
2022,33,FILOSOFIA,4862
2022,34,SOCIOLOGIA,5332
2022,35,ANTROPOLOGIA / ARQUEOLOGIA,3108
2022,36,GEOGRAFIA,7034
2022,37,PSICOLOGIA,9991
2022,38,EDUCAÇÃO,26845
2022,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,4533
2022,40,HISTÓRIA,9988
2022,41,LINGUÍSTICA E LITERATURA,20670
2022,42,CIÊNCIAS AGRÁRIAS I,14803
2022,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,1764
2022,45,INTERDISCIPLINAR,28805
2022,46,ENSINO,17283
2022,47,MATERIAIS,2999
2022,48,BIOTECNOLOGIA,4383
2022,49,CIÊNCIAS AMBIENTAIS,9793
2022,50,NUTRIÇÃO,2136
2023,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,6804
2023,2,CIÊNCIA DA COMPUTAÇÃO,10668
2023,3,ASTRONOMIA / FÍSICA,5946
2023,4,QUÍMICA,7709
2023,5,GEOCIÊNCIAS,4169
2023,6,CIÊNCIAS BIOLÓGICAS I,5400
2023,7,BIODIVERSIDADE,8633
2023,8,CIÊNCIAS BIOLÓGICAS II,6136
2023,9,CIÊNCIAS BIOLÓGICAS III,2846
2023,10,ENGENHARIAS I,10665
2023,11,ARTES,7206
2023,12,ENGENHARIAS II,9326
2023,13,ENGENHARIAS III,11867
2023,14,ENGENHARIAS IV,9143
2023,15,MEDICINA I,10306
2023,16,MEDICINA II,8587
2023,17,MEDICINA III,3631
2023,18,ODONTOLOGIA,8292
2023,19,FARMÁCIA,4853
2023,20,ENFERMAGEM,7362
2023,21,EDUCAÇÃO FÍSICA,7839
2023,22,SAÚDE COLETIVA,8885
2023,23,ZOOTECNIA / RECURSOS PESQUEIROS,4038
2023,24,MEDICINA VETERINÁRIA,6214
2023,25,CIÊNCIA DE ALIMENTOS,3729
2023,26,DIREITO,19472
2023,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",16770
2023,28,ECONOMIA,5432
2023,29,"ARQUITETURA, URBANISMO E DESIGN",6014
2023,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,3535
2023,31,COMUNICAÇÃO E INFORMAÇÃO,6992
2023,32,SERVIÇO SOCIAL,2963
2023,33,FILOSOFIA,5257
2023,34,SOCIOLOGIA,5399
2023,35,ANTROPOLOGIA / ARQUEOLOGIA,3036
2023,36,GEOGRAFIA,7100
2023,37,PSICOLOGIA,10070
2023,38,EDUCAÇÃO,27517
2023,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,4671
2023,40,HISTÓRIA,10186
2023,41,LINGUÍSTICA E LITERATURA,20924
2023,42,CIÊNCIAS AGRÁRIAS I,14704
2023,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,1782
2023,45,INTERDISCIPLINAR,29586
2023,46,ENSINO,18121
2023,47,MATERIAIS,3017
2023,48,BIOTECNOLOGIA,4491
2023,49,CIÊNCIAS AMBIENTAIS,9968
2023,50,NUTRIÇÃO,2240
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,3802
2024,2,COMPUTAÇÃO,11382
2024,3,ASTRONOMIA / FÍSICA,4518
2024,4,QUÍMICA,7170
2024,5,GEOCIÊNCIAS,4082
2024,6,CIÊNCIAS BIOLÓGICAS I,4629
2024,7,BIODIVERSIDADE,8626
2024,8,CIÊNCIAS BIOLÓGICAS II,6205
2024,9,CIÊNCIAS BIOLÓGICAS III,2849
2024,10,ENGENHARIAS I,10488
2024,11,ARTES,6595
2024,12,ENGENHARIAS II,8862
2024,13,ENGENHARIAS III,11748
2024,14,ENGENHARIAS IV,9311
2024,15,MEDICINA I,10371
2024,16,MEDICINA II,8565
2024,17,MEDICINA III,3482
2024,18,ODONTOLOGIA,8471
2024,19,FARMÁCIA,4881
2024,20,ENFERMAGEM,7259
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",7219
2024,22,SAÚDE COLETIVA,9643
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,3982
2024,24,MEDICINA VETERINÁRIA,6425
2024,25,CIÊNCIA DE ALIMENTOS,3613
2024,26,DIREITO,19502
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",15843
2024,28,ECONOMIA,5399
2024,29,"ARQUITETURA, URBANISMO E DESIGN",6019
2024,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,3621
2024,31,COMUNICAÇÃO E INFORMAÇÃO,6982
2024,32,SERVIÇO SOCIAL,3035
2024,33,FILOSOFIA,4630
2024,34,SOCIOLOGIA,4957
2024,35,ANTROPOLOGIA / ARQUEOLOGIA,3115
2024,36,GEOGRAFIA,6953
2024,37,PSICOLOGIA,9992
2024,38,EDUCAÇÃO,27139
2024,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,5125
2024,40,HISTÓRIA,8491
2024,41,LINGUÍSTICA E LITERATURA,19032
2024,42,CIÊNCIAS AGRÁRIAS I,14457
2024,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,1827
2024,45,INTERDISCIPLINAR,31190
2024,46,ENSINO,17698
2024,47,MATERIAIS,3102
2024,48,BIOTECNOLOGIA,4532
2024,49,CIÊNCIAS AMBIENTAIS,9599
2024,50,NUTRIÇÃO,2217
2024,51,CIÊNCIAS E HUMANIDADES PARA A EDUCAÇÃO BÁSICA,14682
